,filename,bounding_box
55,12-oclock-high-special-edition-00065861.jpg,[303.9673  288.5668  358.05853 369.7036 ]
56,12-oclock-high-special-edition-00065871.jpg,[442.0625  217.56943 523.34814 339.49786]
57,12-oclock-high-special-edition-00065881.jpg,[403.79175 224.88417 497.666   365.6956 ]
58,12-oclock-high-special-edition-00065921.jpg,[348.8252  209.31664 409.35773 300.11542]
59,12-oclock-high-special-edition-00066081.jpg,[207.2136  220.80608 278.7579  328.1225 ]
60,12-oclock-high-special-edition-00068191.jpg,[265.13156 239.29785 345.58075 359.9717 ]
61,12-oclock-high-special-edition-00068221.jpg,[299.36353 234.57587 394.28632 376.96008]
62,12-oclock-high-special-edition-00068231.jpg,[298.62646 238.41608 387.71597 372.05035]
63,12-oclock-high-special-edition-00071131.jpg,[394.78717 209.17023 475.30887 329.95264]
64,12-oclock-high-special-edition-00071161.jpg,[389.72556 203.06349 473.8287  329.21817]
65,12-oclock-high-special-edition-00071871.jpg,[363.5529  202.88718 420.2832  287.9826 ]
66,12-oclock-high-special-edition-00071881.jpg,[332.92255 201.34479 391.07022 288.56625]
67,12-oclock-high-special-edition-00071931.jpg,[233.81357 185.06277 296.09525 278.48535]
68,12-oclock-high-special-edition-00076051.jpg,[294.59662 247.53177 361.01077 347.153  ]
69,12-oclock-high-special-edition-00078201.jpg,[308.71646 215.6549  391.43857 339.73804]
70,12-oclock-high-special-edition-00078781.jpg,[117.52393 168.70552 205.19525 300.21246]
71,12-oclock-high-special-edition-00083681.jpg,[340.66058 195.16426 434.5591  336.01202]
72,12-oclock-high-special-edition-00084551.jpg,[469.11682 180.22614 578.3533  344.08084]
73,12-oclock-high-special-edition-00086061.jpg,[466.41418 186.30052 571.983   344.65372]
74,12-oclock-high-special-edition-00086281.jpg,[470.39255 177.77972 584.67096 349.19748]
75,12-oclock-high-special-edition-00088031.jpg,[188.54272 201.75711 295.23975 361.80267]
76,12-oclock-high-special-edition-00088041.jpg,[177.52345 212.97464 293.6018  387.0922 ]
77,12-oclock-high-special-edition-00089811.jpg,[230.48042 213.48865 318.1922  345.05624]
78,12-oclock-high-special-edition-00089951.jpg,[490.29105 235.46785 549.29626 323.9756 ]
79,12-oclock-high-special-edition-00089951.jpg,[482.17807 188.37157 554.58856 296.98727]
80,12-oclock-high-special-edition-00089961.jpg,[532.486   241.68814 591.35675 329.99426]
81,12-oclock-high-special-edition-00090901.jpg,[163.68652 161.18529 276.38913 330.23923]
82,12-oclock-high-special-edition-00090911.jpg,[225.68538 145.29575 307.51215 268.03583]
83,12-oclock-high-special-edition-00090951.jpg,[284.77698 151.25264 357.38995 260.172  ]
84,12-oclock-high-special-edition-00090961.jpg,[280.97305 169.30598 380.7546  318.97833]
85,12-oclock-high-special-edition-00091201.jpg,[518.792   173.3447  576.7152  260.22952]
86,12-oclock-high-special-edition-00091901.jpg,[144.71962 196.6996  220.76735 310.77115]
87,12-oclock-high-special-edition-00097851.jpg,[513.6361  254.5213  589.8512  368.84393]
88,12-oclock-high-special-edition-00097861.jpg,[548.04443 239.1068  603.51636 322.3148 ]
89,12-oclock-high-special-edition-00098011.jpg,[412.65173 247.32025 494.74695 370.46307]
90,12-oclock-high-special-edition-00098031.jpg,[415.8006  247.41145 503.39792 378.8075 ]
91,12-oclock-high-special-edition-00106831.jpg,[472.836   186.3758  563.7642  322.76813]
92,12-oclock-high-special-edition-00106851.jpg,[463.43088 202.91797 563.49316 353.01135]
93,12-oclock-high-special-edition-00106861.jpg,[469.87512 200.34291 558.82404 333.76636]
94,12-oclock-high-special-edition-00106961.jpg,[249.09903 220.31122 308.4544  309.3443 ]
95,12-oclock-high-special-edition-00107641.jpg,[ 64.03398 248.29501 145.24222 370.10736]
96,12-oclock-high-special-edition-00107801.jpg,[ 62.866184 260.75052  153.55156  396.77853 ]
97,12-oclock-high-special-edition-00107801.jpg,[ 83.909485 236.5733   144.17944  326.9782  ]
98,12-oclock-high-special-edition-00107821.jpg,[ 66.315094 251.45226  151.39432  379.07104 ]
99,12-oclock-high-special-edition-00107851.jpg,[ 77.7632  207.51286 174.88423 353.19446]
100,12-oclock-high-special-edition-00107861.jpg,[117.36854 194.89822 213.03885 338.40372]
101,12-oclock-high-special-edition-00109511.jpg,[271.4665  200.14824 366.87122 343.25528]
102,12-oclock-high-special-edition-00118011.jpg,[ 55.93959 189.44289 151.89189 333.37134]
103,12-oclock-high-special-edition-00118021.jpg,[ 64.11255 199.63654 149.96793 328.41953]
104,12-oclock-high-special-edition-00118031.jpg,[ 75.29633 191.86754 149.80823 303.63538]
105,12-oclock-high-special-edition-00118421.jpg,[349.90762 244.69055 457.45984 406.01886]
106,12-oclock-high-special-edition-00119461.jpg,[362.23242 223.32452 474.7944  392.16754]
107,12-oclock-high-special-edition-00122581.jpg,[203.76173 233.43275 272.61978 336.71982]
108,12-oclock-high-special-edition-00122591.jpg,[198.16348 228.56975 266.0756  330.43793]
109,12-oclock-high-special-edition-00122641.jpg,[168.72794 243.20721 234.03545 341.1685 ]
110,12-oclock-high-special-edition-00122701.jpg,[235.2394  225.91075 298.4387  320.70975]
111,12-oclock-high-special-edition-00122791.jpg,[575.9633  251.83652 652.04254 365.95538]
112,12-oclock-high-special-edition-00123021.jpg,[120.367615 255.54947  202.09215  378.13626 ]
113,12-oclock-high-special-edition-00123491.jpg,[497.0449 182.7669 620.3823 367.7731]
114,12-oclock-high-special-edition-00123981.jpg,[252.96252 208.00691 372.85913 387.85175]
115,12-oclock-high-special-edition-00128661.jpg,[148.78923 184.86377 258.9834  350.15503]
116,12-oclock-high-special-edition-00128671.jpg,[127.426575 203.97041  261.98563  405.80896 ]
117,12-oclock-high-special-edition-00134501.jpg,[214.97012 222.67288 283.07452 324.82953]
118,12-oclock-high-special-edition-00134691.jpg,[179.15164 224.25072 242.90384 319.879  ]
119,12-oclock-high-special-edition-00135391.jpg,[218.34407 224.74896 294.4144  338.85443]
120,12-oclock-high-special-edition-00135401.jpg,[230.54913 220.9027  315.14908 347.80264]
121,12-oclock-high-special-edition-00135421.jpg,[233.11661 215.78714 343.0747  380.7243 ]
122,12-oclock-high-special-edition-00135431.jpg,[258.42712 224.78787 390.46628 422.84668]
123,12-oclock-high-special-edition-00137951.jpg,[515.05493 226.0715  582.91693 327.8645 ]
124,12-oclock-high-special-edition-00138081.jpg,[207.20969 191.65793 287.72998 312.43832]
125,12-oclock-high-special-edition-00138141.jpg,[327.29913 167.33781 461.11157 368.05637]
126,12-oclock-high-special-edition-00138141.jpg,[351.2438  143.42426 436.12625 270.7479 ]
127,12-oclock-high-special-edition-00138151.jpg,[327.16486 164.85832 454.54092 355.92252]
128,12-oclock-high-special-edition-00138171.jpg,[325.42828 185.37762 457.50238 383.48883]
129,12-oclock-high-special-edition-00139611.jpg,[200.24232 212.88109 255.97986 296.48743]
130,12-oclock-high-special-edition-00144461.jpg,[105.94994 183.05403 220.08727 354.25995]
131,12-oclock-high-special-edition-00144481.jpg,[ 92.57788 185.4792  200.47876 347.3305 ]
132,12-oclock-high-special-edition-00144491.jpg,[101.33466 184.95714 210.80907 349.16864]
133,12-oclock-high-special-edition-00144511.jpg,[ 80.84661 183.17654 188.00493 343.914  ]
134,12-oclock-high-special-edition-00144531.jpg,[124.12254 188.88861 231.3293  349.6988 ]
135,12-oclock-high-special-edition-00145121.jpg,[148.05644 225.60909 238.2945  360.96616]
136,12-oclock-high-special-edition-00145161.jpg,[148.4656  229.66174 235.20518 359.77115]
137,12-oclock-high-special-edition-00170831.jpg,[264.19684 248.67604 345.95325 371.31067]
138,12-oclock-high-special-edition-00170851.jpg,[284.03876 262.89282 386.67523 416.8475 ]
139,12-oclock-high-special-edition-00171011.jpg,[299.50183 232.69994 360.19913 323.74585]
140,12-oclock-high-special-edition-00171221.jpg,[283.5277  249.18192 376.0266  387.9303 ]
141,12-oclock-high-special-edition-00171221.jpg,[299.59296 230.57028 365.84305 329.94543]
142,12-oclock-high-special-edition-00171231.jpg,[298.92694 232.18513 367.8159  335.51855]
143,12-oclock-high-special-edition-00171241.jpg,[300.13617 229.58926 363.90356 325.2404 ]
144,12-oclock-high-special-edition-00171251.jpg,[302.47638 227.27574 361.53052 315.85693]
145,12-oclock-high-special-edition-00171261.jpg,[278.9566  247.98734 374.42847 391.1952 ]
146,12-oclock-high-special-edition-00171261.jpg,[294.35355 225.7373  358.97766 322.67346]
147,12-oclock-high-special-edition-00171271.jpg,[262.4322  240.06221 354.73428 378.51535]
148,12-oclock-high-special-edition-00172061.jpg,[389.93335 193.17133 450.082   283.3943 ]
149,12-oclock-high-special-edition-00172151.jpg,[327.11002 180.98103 381.43134 262.46304]
150,12-oclock-high-special-edition-00172161.jpg,[348.38132 180.49985 409.87784 272.74457]
151,12-oclock-high-special-edition-00178011.jpg,[319.06934 142.2785  389.9397  248.58408]
152,12-oclock-high-special-edition-00178901.jpg,[196.8376  249.77556 315.41104 427.6357 ]
153,12-oclock-high-special-edition-00179851.jpg,[246.28838 148.34143 303.83807 234.666  ]
154,12-oclock-high-special-edition-00179861.jpg,[247.60437 151.94913 312.6837  249.56815]
155,12-oclock-high-special-edition-00179871.jpg,[249.21777 152.74277 316.76096 254.05759]
156,12-oclock-high-special-edition-00179881.jpg,[247.64258 146.92651 335.00943 277.97675]
157,12-oclock-high-special-edition-00181621.jpg,[276.71454 138.2496  368.6349  276.13025]
158,12-oclock-high-special-edition-00181631.jpg,[265.86636 156.23785 350.3648  282.98553]
159,12-oclock-high-special-edition-00184901.jpg,[190.67563 211.97351 257.29364 311.9005 ]
160,12-oclock-high-special-edition-00185261.jpg,[290.26065 190.4646  399.7547  354.70563]
161,12-oclock-high-special-edition-00185301.jpg,[311.72083 176.19725 411.26276 325.51013]
162,12-oclock-high-special-edition-00185311.jpg,[308.25327 178.07458 410.37762 331.26114]
163,12-oclock-high-special-edition-00185321.jpg,[301.5616  176.36935 403.21027 328.84235]
164,12-oclock-high-special-edition-00185381.jpg,[298.24786 179.82172 400.92325 333.83487]
165,12-oclock-high-special-edition-00185491.jpg,[288.7273  185.67963 400.75482 353.7209 ]
166,12-oclock-high-special-edition-00185501.jpg,[281.27505 165.50287 365.09088 291.22668]
167,12-oclock-high-special-edition-00185551.jpg,[114.920845 224.2715   218.10779  379.0519  ]
168,12-oclock-high-special-edition-00186561.jpg,[379.67682 186.66078 435.7281  270.7377 ]
169,12-oclock-high-special-edition-00186621.jpg,[534.699   176.3411  623.6193  309.72174]
170,12-oclock-high-special-edition-00188041.jpg,[269.89227 218.47662 367.23975 364.4978 ]
171,12-oclock-high-special-edition-00188051.jpg,[247.40514 208.60992 343.06747 352.10342]
172,12-oclock-high-special-edition-00188751.jpg,[321.6949  216.11345 384.72882 310.6644 ]
173,12-oclock-high-special-edition-00188771.jpg,[391.94223 213.2886  458.05176 312.45288]
174,12-oclock-high-special-edition-00188791.jpg,[403.86832 214.81464 480.3866  329.59204]
175,12-oclock-high-special-edition-00188821.jpg,[381.37784 229.46446 503.64658 412.86765]
176,2-fast-2-furious-00003631.jpg,[543.45233 175.63043 632.96313 309.89664]
177,2-fast-2-furious-00019861.jpg,[411.5753  195.65695 481.5864  300.67358]
178,2-fast-2-furious-00019871.jpg,[413.2781  200.96933 483.80896 306.76562]
179,2-fast-2-furious-00019881.jpg,[425.37256 196.59232 487.82285 290.26773]
180,2-fast-2-furious-00019891.jpg,[426.22137 194.26093 503.3798  309.9986 ]
181,2-fast-2-furious-00026221.jpg,[153.44135 185.48439 243.80597 321.0313 ]
182,2-fast-2-furious-00026231.jpg,[176.78534 182.73184 269.52737 321.84488]
183,2-fast-2-furious-00026251.jpg,[204.83833 179.69403 299.0505  321.01227]
184,2-fast-2-furious-00029661.jpg,[483.92233 205.67798 548.6598  302.78412]
185,2-fast-2-furious-00031661.jpg,[298.35193 125.24581 388.141   259.9295 ]
186,2-fast-2-furious-00031691.jpg,[254.33105 129.0954  324.83026 234.84421]
187,2-fast-2-furious-00032131.jpg,[148.97101 183.05447 244.40189 326.20078]
188,2-fast-2-furious-00032131.jpg,[171.01474 159.64697 231.17578 249.88852]
189,2-fast-2-furious-00032141.jpg,[128.12491 186.92616 224.9912  332.2256 ]
190,2-fast-2-furious-00032161.jpg,[128.88597 182.29105 225.03104 326.50864]
191,2-fast-2-furious-00032171.jpg,[148.78828 188.47667 242.37448 328.856  ]
192,2-fast-2-furious-00032241.jpg,[ 99.77767 171.08844 219.20451 350.22873]
193,2-fast-2-furious-00032651.jpg,[293.98843 215.50049 390.0424  359.58148]
194,2-fast-2-furious-00032661.jpg,[292.393   198.95312 383.42792 335.50555]
195,2-fast-2-furious-00032761.jpg,[ 52.711597 147.24846  110.19173  233.46863 ]
196,2-fast-2-furious-00032781.jpg,[107.53501 153.60204 172.34215 250.81267]
197,2-fast-2-furious-00032791.jpg,[125.57948 153.14194 183.28918 239.70651]
198,2-fast-2-furious-00032801.jpg,[118.993805 153.90936  180.47586  246.13234 ]
199,2-fast-2-furious-00032811.jpg,[104.88544 151.18915 160.41321 234.48079]
200,2-fast-2-furious-00032821.jpg,[ 82.62166 151.01567 147.31262 248.05211]
201,2-fast-2-furious-00032831.jpg,[ 76.541885 145.88348  137.60129  237.47264 ]
202,2-fast-2-furious-00032831.jpg,[ 72.172714 160.63396  162.88043  296.69556 ]
203,2-fast-2-furious-00032841.jpg,[ 85.36413 145.6379  144.19312 233.8814 ]
204,2-fast-2-furious-00032861.jpg,[116.65268 149.72879 174.95645 237.18442]
205,2-fast-2-furious-00032871.jpg,[122.85736 147.33768 181.71088 235.61798]
206,2-fast-2-furious-00032881.jpg,[118.84274 152.09323 199.72075 273.41025]
207,2-fast-2-furious-00032891.jpg,[ 98.46323 142.75888 155.17462 227.82597]
208,2-fast-2-furious-00032901.jpg,[ 87.45187 146.27325 150.47514 240.80815]
209,2-fast-2-furious-00032901.jpg,[310.79144 154.24133 365.43097 236.20067]
210,2-fast-2-furious-00032921.jpg,[ 98.15551 144.75644 155.25087 230.39949]
211,2-fast-2-furious-00032941.jpg,[311.10696 152.7457  365.09717 233.73091]
212,2-fast-2-furious-00032941.jpg,[100.27248 144.71515 161.8314  237.05354]
213,2-fast-2-furious-00032951.jpg,[315.22012 153.09515 368.7996  233.46442]
214,2-fast-2-furious-00033091.jpg,[107.521454 137.90567  167.9982   228.62082 ]
215,2-fast-2-furious-00033101.jpg,[ 97.276024 141.74646  161.88394  238.65836 ]
216,2-fast-2-furious-00033961.jpg,[435.02374 193.4542  533.9671  341.86926]
217,2-fast-2-furious-00034031.jpg,[518.92706 171.31497 587.7978  274.62112]
218,2-fast-2-furious-00036661.jpg,[153.17953 199.72235 250.9951  346.44574]
219,2-fast-2-furious-00038791.jpg,[236.17957  100.874344 292.07864  184.72296 ]
220,2-fast-2-furious-00038801.jpg,[215.0206    57.653545 287.99326  167.11258 ]
221,2-fast-2-furious-00040181.jpg,[116.17529 139.19167 170.91226 221.29712]
222,2-fast-2-furious-00040321.jpg,[157.6192  145.04033 219.7319  238.20938]
223,2-fast-2-furious-00040351.jpg,[151.70679 154.6792  238.6698  285.1237 ]
224,2-fast-2-furious-00040381.jpg,[158.44781 154.97412 224.11325 253.47226]
225,2-fast-2-furious-00040401.jpg,[ 66.78774 150.9767  124.67463 237.80702]
226,2-fast-2-furious-00040591.jpg,[379.45218 123.01437 443.0679  218.43791]
227,2-fast-2-furious-00040601.jpg,[547.7815  152.51196 626.4809  270.5611 ]
228,2-fast-2-furious-00041081.jpg,[405.63437 193.50246 489.88058 319.87183]
229,2-fast-2-furious-00041381.jpg,[526.7917  201.67766 583.7518  287.11786]
230,2-fast-2-furious-00041391.jpg,[550.38904 236.84511 613.3385  331.2694 ]
231,2-fast-2-furious-00041421.jpg,[533.10626 242.648   628.931   386.3852 ]
232,2-fast-2-furious-00041441.jpg,[520.0278  230.66397 598.5431  348.4368 ]
233,2-fast-2-furious-00048861.jpg,[262.07166 154.28374 317.14084 236.88751]
234,2-fast-2-furious-00048861.jpg,[615.17804 119.2135  669.4845  200.67313]
235,2-fast-2-furious-00048871.jpg,[283.65536 159.93095 340.166   244.6969 ]
236,2-fast-2-furious-00048911.jpg,[354.70963 208.0175  416.6279  300.89496]
237,2-fast-2-furious-00049621.jpg,[106.82097 132.23238 170.65578 227.98459]
238,2-fast-2-furious-00051901.jpg,[193.78389 195.13855 306.66    364.45273]
239,2-fast-2-furious-00051941.jpg,[208.20255 191.7851  307.17773 340.2479 ]
240,2-fast-2-furious-00052081.jpg,[508.59955 214.21463 563.2373  296.1712 ]
241,2-fast-2-furious-00052091.jpg,[520.1393  218.83363 586.914   318.9958 ]
242,2-fast-2-furious-00052181.jpg,[577.81305 257.24652 662.9288  384.9201 ]
243,2-fast-2-furious-00052721.jpg,[414.07986 144.76663 470.2428  229.01103]
244,2-fast-2-furious-00052731.jpg,[396.57864 145.26552 457.86993 237.2025 ]
245,2-fast-2-furious-00052741.jpg,[386.19516 161.21056 446.42627 251.5572 ]
246,2-fast-2-furious-00052751.jpg,[369.674   168.16006 439.50754 272.91028]
247,2-fast-2-furious-00052761.jpg,[347.30307 196.86633 425.97623 314.87613]
248,2-fast-2-furious-00052791.jpg,[222.60445 204.94592 312.63986 339.99908]
249,2-fast-2-furious-00054501.jpg,[513.01605 242.40848 608.9472  386.30518]
250,2-fast-2-furious-00054531.jpg,[494.57532 221.85474 584.67413 357.003  ]
251,2-fast-2-furious-00054551.jpg,[514.8376  233.12393 591.5232  348.15234]
252,2-fast-2-furious-00054641.jpg,[503.2345  247.49094 595.55365 385.96976]
253,2-fast-2-furious-00054741.jpg,[384.35745 262.61078 454.57593 367.93848]
254,2-fast-2-furious-00056401.jpg,[385.75153 222.3626  449.76324 318.38013]
255,2-fast-2-furious-00056411.jpg,[388.55896 213.89099 451.4841  308.27872]
256,2-fast-2-furious-00058101.jpg,[322.748   186.4934  436.4523  357.04984]
257,2-fast-2-furious-00058291.jpg,[318.25583 153.97313 401.3117  278.55698]
258,2-fast-2-furious-00058321.jpg,[289.6939  155.79025 364.0103  267.26486]
259,2-fast-2-furious-00058351.jpg,[331.92438 159.22673 413.18875 281.1233 ]
260,2-fast-2-furious-00058361.jpg,[320.12946 156.60066 396.41257 271.0253 ]
261,2-fast-2-furious-00058381.jpg,[292.5245  188.28616 407.48636 360.72894]
262,2-fast-2-furious-00058381.jpg,[321.01288 162.5741  400.09268 281.19373]
263,2-fast-2-furious-00058401.jpg,[343.4933  193.55826 448.52557 351.10666]
264,2-fast-2-furious-00059001.jpg,[287.13196 204.92555 378.91852 342.60544]
265,2-fast-2-furious-00059011.jpg,[236.69159 213.02582 358.51703 395.76404]
266,2-fast-2-furious-00059031.jpg,[295.03415 162.59276 378.01898 287.07004]
267,2-fast-2-furious-00059041.jpg,[580.7252  166.73697 645.72864 264.24228]
268,2-fast-2-furious-00059041.jpg,[318.2463  150.07538 376.51102 237.47243]
269,2-fast-2-furious-00059041.jpg,[301.49826 163.23619 386.1402  290.1991 ]
270,2-fast-2-furious-00059051.jpg,[554.9209  160.02412 619.2632  256.53757]
271,2-fast-2-furious-00059061.jpg,[564.8368  148.04462 620.3664  231.33916]
272,2-fast-2-furious-00059071.jpg,[355.40042 138.4571  415.28168 228.27898]
273,2-fast-2-furious-00059081.jpg,[364.36444 144.66037 424.6316  235.0611 ]
274,2-fast-2-furious-00059611.jpg,[534.54944 181.20583 611.61176 296.79932]
275,2-fast-2-furious-00061751.jpg,[304.95908 159.5762  364.7558  249.27121]
276,2-fast-2-furious-00061751.jpg,[148.16992 155.06895 232.54524 281.6319 ]
277,2-fast-2-furious-00061761.jpg,[176.90636 157.00166 268.37183 294.1999 ]
278,2-fast-2-furious-00061761.jpg,[203.18706 136.40927 264.28815 228.06084]
279,2-fast-2-furious-00061771.jpg,[184.68135 155.59073 276.04272 292.63284]
280,2-fast-2-furious-00061891.jpg,[202.54259 132.26758 266.12875 227.64684]
281,2-fast-2-furious-00061911.jpg,[155.80391 160.29846 246.18248 295.86627]
282,2-fast-2-furious-00062121.jpg,[394.3161  160.51476 452.91483 248.41289]
283,2-fast-2-furious-00062211.jpg,[223.5318  216.55351 320.0922  361.39417]
284,2-fast-2-furious-00064481.jpg,[457.64487 185.39177 528.01746 290.9506 ]
285,2-fast-2-furious-00067291.jpg,[478.04562 167.33617 552.8732  279.57758]
286,2-fast-2-furious-00067321.jpg,[303.4703  212.27225 389.9593  342.0057 ]
287,2-fast-2-furious-00068731.jpg,[120.46684 213.41542 184.65247 309.69388]
288,2-fast-2-furious-00070611.jpg,[317.52798 147.79117 371.1961  228.2933 ]
289,2-fast-2-furious-00070851.jpg,[362.39606 169.34868 423.03473 260.30673]
290,2-fast-2-furious-00071201.jpg,[373.49155 159.37701 432.04575 247.2083 ]
291,2-fast-2-furious-00071211.jpg,[369.3855  154.03088 427.43726 241.10861]
292,2-fast-2-furious-00071241.jpg,[369.55853 141.84543 443.9681  253.45984]
293,2-fast-2-furious-00071251.jpg,[367.6894  163.33023 458.3836  299.37164]
294,2-fast-2-furious-00071251.jpg,[399.28882 134.2119  455.46652 218.47845]
295,2-fast-2-furious-00071261.jpg,[349.53146 171.73584 414.35712 268.97424]
296,2-fast-2-furious-00071281.jpg,[317.94916 188.61777 380.68335 282.719  ]
297,2-fast-2-furious-00071291.jpg,[342.43445 188.34476 407.7177  286.26965]
298,2-fast-2-furious-00071301.jpg,[330.28482 167.76047 400.56998 273.18817]
299,2-fast-2-furious-00071311.jpg,[322.9783  147.0346  380.70193 233.61998]
300,2-fast-2-furious-00072471.jpg,[296.7374  219.30768 391.53067 361.49747]
301,2-fast-2-furious-00093061.jpg,[166.9519  186.77505 267.67758 337.86365]
302,2-fast-2-furious-00093061.jpg,[188.41835 176.05518 251.49484 270.66992]
303,2-fast-2-furious-00093171.jpg,[161.30193 182.5567  262.4262  334.24313]
304,2-fast-2-furious-00093181.jpg,[132.52515 190.36696 248.63553 364.53253]
305,2-fast-2-furious-00094941.jpg,[425.22964 147.75922 486.89185 240.25253]
306,2-fast-2-furious-00094951.jpg,[417.4639  144.94261 485.67972 247.26637]
307,2-fast-2-furious-00095141.jpg,[517.04346 132.18773 581.5515  228.9498 ]
308,2-fast-2-furious-00095161.jpg,[500.2149  138.86072 561.2881  230.4704 ]
309,2-fast-2-furious-00095171.jpg,[504.84882 157.01062 583.69135 275.27448]
310,2-fast-2-furious-00095191.jpg,[505.09833 163.50258 607.3386  316.86295]
311,2-fast-2-furious-00095201.jpg,[476.43515 180.33926 604.9551  373.11914]
312,2-fast-2-furious-00095201.jpg,[481.57877 156.71101 562.3827  277.91684]
313,2-fast-2-furious-00095211.jpg,[459.17612 167.35576 556.8068  313.80176]
314,2-fast-2-furious-00098111.jpg,[287.59988 182.2402  406.82004 361.0704 ]
